order_id,order_time,branch,staff,customer_id,customer_segment,item,qty,gross,discount,net_sales,cost,margin
O01567,2026-02-28 05:41:44.438373,Siam,Jane,C0458,active,Set Menu,1,150,30,120,47.15,72.85
O02307,2026-02-28 05:52:44.438373,Thonglor,Ploy,C0404,active,Cocktail,1,150,30,120,69.34,50.66
O01424,2026-02-28 06:53:44.438373,Ari,Mek,C0420,active,Signature Latte,1,120,10,110,61.25,48.75
O00900,2026-02-28 06:59:44.438373,Siam,Nok,C0077,new,Classic Burger,1,220,20,200,83.63,116.37
O00678,2026-02-28 08:11:44.438373,Ari,Tum,C0132,at_risk,Signature Latte,1,260,0,260,136.1,123.9
O01604,2026-02-28 08:35:44.438373,Ari,Tum,C0561,new,Signature Latte,1,220,0,220,113.92,106.08
O01540,2026-02-28 08:46:44.438373,Siam,Tum,C0507,at_risk,Signature Latte,2,240,0,240,103.68,136.32
O01456,2026-02-28 09:50:44.438373,Ari,Mek,C0343,at_risk,Cocktail,2,240,10,230,91.02,138.98
O01636,2026-02-28 10:09:44.438373,Ari,Jane,C0230,active,Craft Beer,1,180,0,180,89.09,90.91
O01813,2026-02-28 11:00:44.438373,Siam,Bank,C0399,active,Protein Shake,1,150,0,150,60.7,89.3
O02101,2026-02-28 11:26:44.438373,Siam,Ploy,C0026,new,Craft Beer,1,90,30,60,36.41,23.59
O02258,2026-02-28 11:52:44.438373,Siam,Ploy,C0688,active,Set Menu,1,150,10,140,71.86,68.14
O01353,2026-02-28 12:20:44.438373,Thonglor,Tum,C0473,active,Signature Latte,2,240,10,230,134.48,95.52
O01810,2026-02-28 14:22:44.438373,Thonglor,Nok,C0458,at_risk,Protein Shake,2,180,0,180,69.91,110.09
O00078,2026-02-28 14:50:44.438373,Siam,Mek,C0534,new,Signature Latte,1,150,10,140,80.81,59.19
O01624,2026-02-28 15:14:44.438373,Siam,Ploy,C0133,active,Classic Burger,2,440,30,410,180.91,229.09
O02229,2026-02-28 15:52:44.438373,Ari,Tum,C0634,new,Signature Latte,2,440,0,440,179.62,260.38
O01531,2026-02-28 17:25:44.438373,Siam,Bank,C0372,at_risk,Cocktail,2,360,30,330,182.9,147.1
O01227,2026-02-28 18:02:44.438373,Siam,Nok,C0543,new,Craft Beer,2,240,0,240,138.73,101.27
O02051,2026-02-28 20:04:44.438373,Thonglor,Nok,C0186,active,Signature Latte,1,150,10,140,77.46,62.54
O02189,2026-02-28 20:21:44.438373,Siam,Ploy,C0431,active,Craft Beer,1,90,30,60,35.22,24.78
O00044,2026-02-28 21:22:44.438373,Ari,Nok,C0254,active,Craft Beer,2,240,0,240,119.52,120.48
O00275,2026-02-28 21:37:44.438373,Thonglor,Ploy,C0283,active,Cocktail,3,540,0,540,246.25,293.75
O00260,2026-03-01 00:27:44.438373,Siam,Nok,C0182,active,Classic Burger,1,150,0,150,85.09,64.91
O00801,2026-03-01 00:50:44.438373,Siam,Nok,C0555,new,Cocktail,1,120,0,120,58.85,61.15
O00355,2026-03-01 00:54:44.438373,Ari,Ploy,C0373,active,Classic Burger,1,120,20,100,53.4,46.6
O02084,2026-03-01 01:25:44.438373,Thonglor,Jane,C0699,new,Protein Shake,3,450,0,450,266.01,183.99
O01019,2026-03-01 01:35:44.438373,Ari,Mek,C0381,active,Signature Latte,1,220,0,220,130.16,89.84
O00137,2026-03-01 02:28:44.438373,Thonglor,Tum,C0029,at_risk,Set Menu,2,440,0,440,266.37,173.63
O01488,2026-03-01 06:12:44.438373,Siam,Jane,C0169,active,Set Menu,2,240,10,230,90.63,139.37
O00246,2026-03-01 07:23:44.438373,Ari,Nok,C0261,at_risk,Classic Burger,2,180,30,150,62.76,87.24
O02235,2026-03-01 07:36:44.438373,Ari,Nok,C0542,active,Protein Shake,1,120,0,120,47.87,72.13
O00165,2026-03-01 07:57:44.438373,Siam,Tum,C0495,active,Protein Shake,2,180,30,150,59.61,90.39
O01692,2026-03-01 08:16:44.438373,Thonglor,Nok,C0191,new,Signature Latte,2,360,20,340,131.85,208.15
O01119,2026-03-01 08:40:44.438373,Siam,Mek,C0096,active,Classic Burger,2,180,10,170,99.22,70.78
O01100,2026-03-01 12:46:44.438373,Siam,Nok,C0024,at_risk,Set Menu,1,220,30,190,72.34,117.66
O00428,2026-03-01 13:13:44.438373,Thonglor,Jane,C0505,at_risk,Signature Latte,1,260,20,240,131.36,108.64
O00401,2026-03-01 13:47:44.438373,Ari,Nok,C0481,active,Cocktail,2,240,10,230,108.0,122.0
O01923,2026-03-01 14:16:44.438373,Siam,Tum,C0371,at_risk,Signature Latte,1,90,10,80,43.9,36.1
O02271,2026-03-01 15:55:44.438373,Ari,Nok,C0345,active,Classic Burger,2,240,0,240,133.79,106.21
O02203,2026-03-01 16:20:44.438373,Siam,Nok,C0266,at_risk,Signature Latte,2,360,20,340,164.97,175.03
O01505,2026-03-01 16:34:44.438373,Siam,Tum,C0695,at_risk,Signature Latte,2,360,10,350,176.26,173.74
O00999,2026-03-01 16:43:44.438373,Siam,Tum,C0478,active,Signature Latte,1,260,20,240,137.04,102.96
O00025,2026-03-01 17:04:44.438373,Siam,Nok,C0304,at_risk,Set Menu,2,240,0,240,120.96,119.04
O02089,2026-03-01 18:02:44.438373,Ari,Mek,C0526,at_risk,Craft Beer,1,260,10,250,123.61,126.39
O00731,2026-03-01 20:10:44.438373,Ari,Nok,C0093,new,Classic Burger,3,540,20,520,221.24,298.76
O01153,2026-03-01 21:10:44.438373,Thonglor,Bank,C0217,active,Classic Burger,1,90,20,70,38.19,31.81
O02060,2026-03-01 21:38:44.438373,Siam,Tum,C0685,active,Set Menu,2,360,0,360,187.3,172.7
O01632,2026-03-01 22:07:44.438373,Ari,Bank,C0033,active,Protein Shake,1,120,0,120,53.53,66.47
O01333,2026-03-01 22:22:44.438373,Siam,Ploy,C0415,new,Set Menu,1,220,20,200,105.72,94.28
O01151,2026-03-01 23:04:44.438373,Ari,Mek,C0511,new,Craft Beer,3,660,10,650,317.52,332.48
O02427,2026-03-02 01:34:44.438373,Thonglor,Nok,C0403,active,Set Menu,1,120,0,120,73.46,46.54
O00653,2026-03-02 01:43:44.438373,Thonglor,Mek,C0012,at_risk,Craft Beer,2,520,0,520,318.63,201.37
O01025,2026-03-02 02:04:44.438373,Siam,Bank,C0303,at_risk,Cocktail,2,180,10,170,77.23,92.77
O01112,2026-03-02 03:14:44.438373,Ari,Tum,C0255,active,Protein Shake,2,300,0,300,182.59,117.41
O01874,2026-03-02 03:27:44.438373,Thonglor,Ploy,C0382,active,Signature Latte,1,220,30,190,86.43,103.57
O01825,2026-03-02 03:39:44.438373,Thonglor,Bank,C0401,new,Set Menu,1,120,20,100,48.92,51.08
O00422,2026-03-02 03:52:44.438373,Siam,Bank,C0674,active,Classic Burger,1,150,0,150,69.75,80.25
O02420,2026-03-02 03:54:44.438373,Ari,Mek,C0537,new,Signature Latte,2,300,10,290,175.86,114.14
O00209,2026-03-02 04:45:44.438373,Thonglor,Ploy,C0073,active,Protein Shake,2,520,20,500,200.28,299.72
O00647,2026-03-02 09:53:44.438373,Thonglor,Bank,C0078,active,Craft Beer,2,300,10,290,144.47,145.53
O01626,2026-03-02 12:36:44.438373,Ari,Mek,C0566,active,Set Menu,2,180,30,150,67.42,82.58
O02013,2026-03-02 13:14:44.438373,Ari,Tum,C0441,active,Cocktail,2,440,30,410,185.83,224.17
O00221,2026-03-02 13:50:44.438373,Thonglor,Tum,C0025,active,Craft Beer,3,780,30,750,342.16,407.84
O01036,2026-03-02 15:23:44.438373,Ari,Mek,C0482,active,Protein Shake,3,660,20,640,336.68,303.32
O00248,2026-03-02 15:34:44.438373,Thonglor,Mek,C0566,at_risk,Cocktail,2,180,20,160,80.93,79.07
O01169,2026-03-02 16:06:44.438373,Siam,Nok,C0595,new,Set Menu,1,220,0,220,98.74,121.26
O00555,2026-03-02 16:46:44.438373,Ari,Mek,C0673,new,Set Menu,1,120,0,120,53.16,66.84
O00339,2026-03-02 19:59:44.438373,Siam,Tum,C0260,new,Craft Beer,2,520,20,500,226.38,273.62
O00486,2026-03-02 20:32:44.438373,Siam,Ploy,C0460,at_risk,Classic Burger,1,220,10,210,117.96,92.04
O01123,2026-03-02 20:47:44.438373,Thonglor,Mek,C0656,at_risk,Craft Beer,1,90,30,60,29.7,30.3
O00625,2026-03-02 21:34:44.438373,Ari,Mek,C0452,at_risk,Protein Shake,1,150,20,130,68.3,61.7
O00100,2026-03-03 01:43:44.438373,Thonglor,Bank,C0216,active,Set Menu,2,300,0,300,138.63,161.37
O01126,2026-03-03 01:52:44.438373,Thonglor,Jane,C0333,at_risk,Signature Latte,2,180,20,160,76.12,83.88
O01401,2026-03-03 02:04:44.438373,Ari,Bank,C0645,active,Signature Latte,2,300,20,280,126.62,153.38
O00859,2026-03-03 05:09:44.438373,Thonglor,Bank,C0268,active,Protein Shake,3,660,10,650,331.37,318.63
O02286,2026-03-03 05:14:44.438373,Ari,Bank,C0058,at_risk,Set Menu,3,450,0,450,240.66,209.34
O00052,2026-03-03 05:17:44.438373,Thonglor,Ploy,C0273,active,Classic Burger,2,360,0,360,195.54,164.46
O01574,2026-03-03 06:51:44.438373,Thonglor,Jane,C0394,active,Craft Beer,2,240,30,210,84.97,125.03
O01677,2026-03-03 07:50:44.438373,Siam,Jane,C0034,active,Set Menu,1,260,20,240,106.48,133.52
O02338,2026-03-03 09:38:44.438373,Thonglor,Tum,C0267,at_risk,Classic Burger,1,150,20,130,63.53,66.47
O00626,2026-03-03 10:07:44.438373,Thonglor,Tum,C0340,active,Set Menu,1,120,30,90,43.86,46.14
O01537,2026-03-03 10:18:44.438373,Thonglor,Jane,C0257,new,Cocktail,3,540,10,530,302.17,227.83
O00332,2026-03-03 10:30:44.438373,Thonglor,Bank,C0128,at_risk,Signature Latte,2,180,30,150,57.2,92.8
O00438,2026-03-03 10:59:44.438373,Ari,Bank,C0650,active,Signature Latte,1,90,30,60,25.89,34.11
O01130,2026-03-03 11:53:44.438373,Ari,Ploy,C0424,active,Classic Burger,2,440,10,430,252.52,177.48
O00637,2026-03-03 12:37:44.438373,Siam,Jane,C0557,active,Signature Latte,1,220,0,220,93.92,126.08
O00387,2026-03-03 12:52:44.438373,Thonglor,Jane,C0073,active,Cocktail,2,520,0,520,231.8,288.2
O00467,2026-03-03 13:12:44.438373,Thonglor,Tum,C0589,active,Craft Beer,1,260,30,230,136.52,93.48
O00901,2026-03-03 14:10:44.438373,Thonglor,Jane,C0368,new,Signature Latte,1,120,30,90,51.74,38.26
O00468,2026-03-03 14:35:44.438373,Siam,Ploy,C0486,new,Classic Burger,3,540,20,520,266.57,253.43
O01773,2026-03-03 15:00:44.438373,Siam,Jane,C0624,active,Craft Beer,1,220,30,190,85.19,104.81
O01775,2026-03-03 16:27:44.438373,Thonglor,Jane,C0476,at_risk,Protein Shake,1,220,30,190,78.09,111.91
O00274,2026-03-03 18:01:44.438373,Thonglor,Tum,C0104,active,Classic Burger,1,180,30,150,79.84,70.16
O01551,2026-03-03 21:12:44.438373,Ari,Bank,C0240,active,Set Menu,1,180,10,170,86.96,83.04
O00705,2026-03-03 21:55:44.438373,Siam,Bank,C0078,at_risk,Set Menu,1,260,30,230,128.22,101.78
O01709,2026-03-03 22:32:44.438373,Siam,Bank,C0527,active,Protein Shake,1,90,20,70,40.4,29.6
O00654,2026-03-03 22:59:44.438373,Ari,Nok,C0002,active,Protein Shake,2,300,10,290,153.59,136.41
O01133,2026-03-03 23:44:44.438373,Ari,Ploy,C0013,new,Craft Beer,1,90,20,70,30.19,39.81
O02026,2026-03-04 00:15:44.438373,Thonglor,Jane,C0173,active,Cocktail,3,450,0,450,213.69,236.31
O00434,2026-03-04 01:03:44.438373,Thonglor,Jane,C0504,active,Signature Latte,3,270,0,270,102.94,167.06
O01478,2026-03-04 01:20:44.438373,Ari,Tum,C0023,active,Craft Beer,2,360,0,360,193.18,166.82
O00617,2026-03-04 01:24:44.438373,Siam,Mek,C0618,active,Cocktail,3,450,0,450,228.78,221.22
O01127,2026-03-04 01:55:44.438373,Siam,Jane,C0551,new,Classic Burger,1,180,10,170,77.48,92.52
O02426,2026-03-04 02:27:44.438373,Siam,Bank,C0361,new,Protein Shake,2,440,0,440,171.96,268.04
O00722,2026-03-04 03:03:44.438373,Ari,Ploy,C0097,at_risk,Protein Shake,1,180,10,170,96.8,73.2
O01858,2026-03-04 03:17:44.438373,Thonglor,Nok,C0088,active,Craft Beer,1,260,20,240,147.8,92.2
O01246,2026-03-04 03:18:44.438373,Siam,Mek,C0563,active,Craft Beer,2,440,0,440,218.97,221.03
O01124,2026-03-04 03:44:44.438373,Ari,Tum,C0522,new,Set Menu,1,260,10,250,97.14,152.86
O00255,2026-03-04 05:35:44.438373,Thonglor,Nok,C0118,active,Signature Latte,2,180,10,170,97.3,72.7
O01965,2026-03-04 05:35:44.438373,Siam,Tum,C0111,active,Signature Latte,1,150,30,120,47.72,72.28
O01345,2026-03-04 05:46:44.438373,Thonglor,Mek,C0214,at_risk,Set Menu,2,240,10,230,130.28,99.72
O01655,2026-03-04 06:16:44.438373,Siam,Mek,C0670,at_risk,Set Menu,1,220,10,210,89.56,120.44
O02025,2026-03-04 06:39:44.438373,Siam,Jane,C0449,at_risk,Protein Shake,3,450,30,420,174.04,245.96
O00492,2026-03-04 07:06:44.438373,Ari,Nok,C0360,new,Cocktail,3,660,30,630,249.57,380.43
O01723,2026-03-04 08:21:44.438373,Ari,Tum,C0516,new,Set Menu,3,780,0,780,452.78,327.22
O01778,2026-03-04 09:01:44.438373,Siam,Bank,C0480,at_risk,Cocktail,1,90,30,60,25.99,34.01
O01399,2026-03-04 12:42:44.438373,Siam,Tum,C0182,active,Cocktail,2,300,0,300,126.48,173.52
O00477,2026-03-04 14:43:44.438373,Siam,Bank,C0481,at_risk,Signature Latte,1,180,10,170,95.35,74.65
O01881,2026-03-04 15:26:44.438373,Siam,Tum,C0165,active,Classic Burger,1,150,30,120,72.62,47.38
O00034,2026-03-04 16:22:44.438373,Siam,Mek,C0288,active,Craft Beer,1,260,0,260,156.83,103.17
O00890,2026-03-04 17:07:44.438373,Ari,Mek,C0568,at_risk,Protein Shake,2,300,0,300,179.49,120.51
O00540,2026-03-04 19:11:44.438373,Siam,Nok,C0608,new,Cocktail,2,440,20,420,182.35,237.65
O00743,2026-03-04 20:06:44.438373,Siam,Tum,C0619,at_risk,Set Menu,1,120,10,110,62.8,47.2
O01131,2026-03-04 21:13:44.438373,Thonglor,Nok,C0044,active,Set Menu,1,120,30,90,50.24,39.76
O01511,2026-03-04 21:27:44.438373,Thonglor,Mek,C0339,active,Craft Beer,1,180,0,180,69.11,110.89
O00721,2026-03-05 03:46:44.438373,Thonglor,Ploy,C0576,active,Set Menu,2,240,30,210,121.88,88.12
O00701,2026-03-05 05:20:44.438373,Thonglor,Nok,C0412,active,Protein Shake,1,220,20,200,109.13,90.87
O02211,2026-03-05 05:46:44.438373,Thonglor,Nok,C0223,active,Signature Latte,2,180,0,180,69.44,110.56
O00829,2026-03-05 06:16:44.438373,Siam,Tum,C0667,active,Classic Burger,1,260,0,260,160.62,99.38
O02100,2026-03-05 06:21:44.438373,Ari,Nok,C0005,at_risk,Cocktail,2,240,20,220,90.12,129.88
O00323,2026-03-05 06:26:44.438373,Ari,Mek,C0267,active,Classic Burger,2,520,10,510,210.0,300.0
O01359,2026-03-05 07:19:44.438373,Siam,Jane,C0003,active,Craft Beer,1,120,10,110,42.04,67.96
O02222,2026-03-05 07:54:44.438373,Siam,Bank,C0336,new,Protein Shake,2,440,10,430,256.93,173.07
O01726,2026-03-05 08:23:44.438373,Ari,Ploy,C0041,active,Cocktail,2,240,20,220,100.98,119.02
O00823,2026-03-05 10:28:44.438373,Ari,Jane,C0192,new,Classic Burger,2,360,30,330,203.02,126.98
O01216,2026-03-05 11:23:44.438373,Siam,Jane,C0204,new,Craft Beer,2,240,20,220,124.83,95.17
O01623,2026-03-05 11:30:44.438373,Siam,Ploy,C0208,active,Classic Burger,3,270,20,250,152.28,97.72
O00958,2026-03-05 12:32:44.438373,Ari,Mek,C0203,active,Cocktail,2,520,0,520,302.6,217.4
O00638,2026-03-05 13:31:44.438373,Thonglor,Ploy,C0620,new,Protein Shake,1,220,20,200,121.7,78.3
O00627,2026-03-05 14:15:44.438373,Siam,Mek,C0461,at_risk,Classic Burger,3,450,0,450,194.81,255.19
O02363,2026-03-05 14:34:44.438373,Siam,Ploy,C0028,active,Classic Burger,1,260,20,240,111.1,128.9
O00483,2026-03-05 15:02:44.438373,Siam,Ploy,C0210,at_risk,Signature Latte,2,360,10,350,159.2,190.8
O00792,2026-03-05 16:19:44.438373,Siam,Nok,C0232,active,Craft Beer,3,360,10,350,209.1,140.9
O01202,2026-03-05 16:49:44.438373,Siam,Jane,C0015,active,Craft Beer,3,450,10,440,249.03,190.97
O02463,2026-03-05 17:40:44.438373,Thonglor,Tum,C0477,at_risk,Set Menu,1,120,30,90,45.58,44.42
O01021,2026-03-05 18:13:44.438373,Siam,Bank,C0004,active,Cocktail,1,90,0,90,53.02,36.98
O00698,2026-03-05 18:38:44.438373,Siam,Ploy,C0096,active,Classic Burger,2,180,30,150,75.16,74.84
O01460,2026-03-05 20:02:44.438373,Thonglor,Nok,C0295,active,Cocktail,1,260,0,260,159.39,100.61
O00846,2026-03-05 22:08:44.438373,Thonglor,Tum,C0573,active,Signature Latte,3,660,30,630,323.26,306.74
O00822,2026-03-05 22:28:44.438373,Ari,Tum,C0180,active,Protein Shake,2,240,0,240,102.14,137.86
O00427,2026-03-05 22:51:44.438373,Ari,Jane,C0629,active,Craft Beer,1,150,0,150,81.24,68.76
O00152,2026-03-06 00:27:44.438373,Ari,Mek,C0224,new,Protein Shake,1,180,0,180,104.35,75.65
O00835,2026-03-06 00:56:44.438373,Siam,Jane,C0690,at_risk,Cocktail,2,520,10,510,274.19,235.81
O01379,2026-03-06 01:09:44.438373,Ari,Bank,C0659,active,Protein Shake,1,120,20,100,44.98,55.02
O01078,2026-03-06 02:46:44.438373,Siam,Jane,C0257,active,Cocktail,2,240,0,240,120.79,119.21
O01539,2026-03-06 05:02:44.438373,Thonglor,Nok,C0399,active,Craft Beer,2,240,20,220,127.19,92.81
O00571,2026-03-06 05:42:44.438373,Siam,Tum,C0420,active,Protein Shake,1,180,0,180,73.88,106.12
O00172,2026-03-06 06:35:44.438373,Siam,Jane,C0243,active,Cocktail,1,120,20,100,43.93,56.07
O01765,2026-03-06 06:42:44.438373,Thonglor,Bank,C0214,at_risk,Cocktail,2,360,0,360,148.97,211.03
O00779,2026-03-06 06:59:44.438373,Thonglor,Tum,C0681,new,Signature Latte,2,240,0,240,120.19,119.81
O01294,2026-03-06 08:48:44.438373,Thonglor,Jane,C0014,at_risk,Craft Beer,3,450,0,450,234.01,215.99
O00380,2026-03-06 09:22:44.438373,Siam,Tum,C0357,at_risk,Cocktail,3,270,0,270,140.86,129.14
O00261,2026-03-06 09:29:44.438373,Siam,Bank,C0618,active,Classic Burger,1,180,0,180,109.73,70.27
O00910,2026-03-06 10:52:44.438373,Siam,Nok,C0122,new,Craft Beer,1,220,20,200,108.44,91.56
O02452,2026-03-06 12:04:44.438373,Thonglor,Jane,C0449,new,Protein Shake,3,540,10,530,263.86,266.14
O00843,2026-03-06 13:48:44.438373,Thonglor,Mek,C0229,new,Signature Latte,2,360,20,340,203.88,136.12
O01255,2026-03-06 13:55:44.438373,Ari,Bank,C0376,new,Classic Burger,2,300,30,270,144.69,125.31
O00618,2026-03-06 14:11:44.438373,Thonglor,Ploy,C0474,active,Protein Shake,1,90,20,70,43.27,26.73
O01840,2026-03-06 16:21:44.438373,Siam,Ploy,C0366,active,Set Menu,1,180,0,180,83.75,96.25
O00735,2026-03-06 17:26:44.438373,Siam,Jane,C0578,new,Craft Beer,3,660,10,650,340.95,309.05
O00746,2026-03-06 17:32:44.438373,Ari,Tum,C0059,active,Craft Beer,1,90,0,90,37.73,52.27
O02423,2026-03-06 17:46:44.438373,Siam,Jane,C0227,new,Classic Burger,2,180,10,170,89.82,80.18
O00073,2026-03-06 19:04:44.438373,Thonglor,Ploy,C0103,new,Classic Burger,1,90,30,60,31.73,28.27
O01462,2026-03-06 20:08:44.438373,Siam,Tum,C0432,active,Set Menu,3,540,20,520,281.74,238.26
O02465,2026-03-06 20:21:44.438373,Siam,Jane,C0512,active,Classic Burger,2,440,30,410,169.12,240.88
O02165,2026-03-06 23:05:44.438373,Ari,Bank,C0115,active,Protein Shake,1,180,10,170,102.41,67.59
O01642,2026-03-06 23:56:44.438373,Siam,Bank,C0547,active,Cocktail,2,240,0,240,94.18,145.82
O01284,2026-03-07 02:09:44.438373,Thonglor,Tum,C0569,new,Cocktail,1,260,10,250,119.68,130.32
O01890,2026-03-07 02:59:44.438373,Siam,Jane,C0134,new,Classic Burger,2,180,10,170,104.69,65.31
O00860,2026-03-07 04:17:44.438373,Ari,Nok,C0128,active,Set Menu,2,180,30,150,75.89,74.11
O00309,2026-03-07 05:22:44.438373,Ari,Nok,C0294,at_risk,Cocktail,2,520,0,520,224.56,295.44
O01186,2026-03-07 05:25:44.438373,Siam,Jane,C0152,active,Cocktail,2,240,0,240,125.53,114.47
O01245,2026-03-07 05:33:44.438373,Thonglor,Jane,C0376,new,Classic Burger,1,90,30,60,25.01,34.99
O00692,2026-03-07 05:36:44.438373,Siam,Mek,C0275,at_risk,Cocktail,2,440,0,440,263.25,176.75
O00028,2026-03-07 07:18:44.438373,Siam,Mek,C0163,active,Signature Latte,1,90,30,60,26.89,33.11
O00880,2026-03-07 08:07:44.438373,Ari,Bank,C0188,at_risk,Craft Beer,1,120,0,120,59.48,60.52
O02246,2026-03-07 08:56:44.438373,Ari,Tum,C0385,active,Protein Shake,1,150,30,120,46.46,73.54
O02455,2026-03-07 12:20:44.438373,Siam,Nok,C0669,active,Set Menu,1,120,0,120,59.83,60.17
O00960,2026-03-07 13:34:44.438373,Siam,Bank,C0023,active,Cocktail,1,120,10,110,48.4,61.6
O00641,2026-03-07 14:00:44.438373,Thonglor,Tum,C0046,at_risk,Set Menu,1,120,10,110,67.82,42.18
O01996,2026-03-07 14:33:44.438373,Ari,Mek,C0593,new,Cocktail,1,150,20,130,51.79,78.21
O01589,2026-03-07 16:10:44.438373,Thonglor,Bank,C0209,active,Craft Beer,3,270,20,250,127.01,122.99
O01664,2026-03-07 16:27:44.438373,Siam,Nok,C0159,new,Cocktail,1,90,10,80,39.14,40.86
O02318,2026-03-07 16:36:44.438373,Siam,Ploy,C0163,new,Set Menu,1,120,0,120,48.56,71.44
O00591,2026-03-07 17:48:44.438373,Thonglor,Mek,C0189,active,Protein Shake,1,120,30,90,54.33,35.67
O01054,2026-03-07 18:21:44.438373,Ari,Nok,C0414,new,Craft Beer,1,220,30,190,77.58,112.42
O01696,2026-03-07 18:40:44.438373,Ari,Bank,C0334,at_risk,Protein Shake,1,220,20,200,109.36,90.64
O01578,2026-03-07 18:42:44.438373,Thonglor,Tum,C0376,at_risk,Craft Beer,2,180,0,180,84.17,95.83
O00176,2026-03-07 19:01:44.438373,Ari,Jane,C0512,active,Craft Beer,1,90,10,80,41.51,38.49
O01854,2026-03-07 19:51:44.438373,Ari,Tum,C0488,new,Cocktail,1,180,0,180,85.47,94.53
O00670,2026-03-07 20:26:44.438373,Siam,Jane,C0255,active,Set Menu,1,150,30,120,49.35,70.65
O00160,2026-03-07 21:32:44.438373,Siam,Ploy,C0507,active,Classic Burger,2,300,20,280,133.12,146.88
O00970,2026-03-07 21:54:44.438373,Ari,Mek,C0553,at_risk,Protein Shake,3,270,0,270,134.82,135.18
O02143,2026-03-07 22:11:44.438373,Thonglor,Bank,C0381,at_risk,Set Menu,2,240,0,240,110.05,129.95
O01847,2026-03-07 22:36:44.438373,Thonglor,Nok,C0488,at_risk,Protein Shake,2,360,20,340,151.85,188.15
O02260,2026-03-07 23:48:44.438373,Thonglor,Mek,C0071,active,Signature Latte,3,780,0,780,301.33,478.67
O01805,2026-03-08 00:58:44.438373,Siam,Bank,C0671,active,Craft Beer,1,260,30,230,89.55,140.45
O01416,2026-03-08 01:11:44.438373,Thonglor,Tum,C0030,active,Classic Burger,2,240,20,220,98.12,121.88
O00167,2026-03-08 02:17:44.438373,Ari,Mek,C0002,active,Signature Latte,1,260,20,240,131.66,108.34
O00475,2026-03-08 02:37:44.438373,Siam,Jane,C0624,active,Protein Shake,1,220,0,220,92.61,127.39
O00763,2026-03-08 04:41:44.438373,Siam,Jane,C0412,active,Signature Latte,2,440,0,440,211.09,228.91
O01316,2026-03-08 07:41:44.438373,Ari,Mek,C0652,active,Cocktail,1,90,0,90,52.21,37.79
O02330,2026-03-08 07:58:44.438373,Thonglor,Mek,C0092,new,Protein Shake,1,180,20,160,91.4,68.6
O00449,2026-03-08 08:08:44.438373,Siam,Mek,C0695,active,Protein Shake,1,180,10,170,100.03,69.97
O02315,2026-03-08 08:41:44.438373,Thonglor,Bank,C0506,active,Craft Beer,2,180,0,180,104.79,75.21
O02497,2026-03-08 11:01:44.438373,Siam,Nok,C0525,new,Signature Latte,3,270,20,250,122.79,127.21
O00143,2026-03-08 11:20:44.438373,Thonglor,Tum,C0517,new,Signature Latte,1,90,0,90,34.99,55.01
O01910,2026-03-08 11:36:44.438373,Thonglor,Ploy,C0137,new,Signature Latte,2,520,10,510,206.72,303.28
O00969,2026-03-08 11:55:44.438373,Thonglor,Ploy,C0423,active,Set Menu,2,180,30,150,88.27,61.73
O01480,2026-03-08 11:56:44.438373,Thonglor,Nok,C0010,new,Classic Burger,2,240,30,210,104.43,105.57
O00660,2026-03-08 12:33:44.438373,Thonglor,Nok,C0180,active,Set Menu,1,120,0,120,59.03,60.97
O02036,2026-03-08 13:25:44.438373,Thonglor,Ploy,C0697,active,Set Menu,2,240,0,240,136.38,103.62
O01492,2026-03-08 13:26:44.438373,Siam,Tum,C0320,active,Signature Latte,2,520,30,490,243.79,246.21
O00921,2026-03-08 14:30:44.438373,Ari,Nok,C0351,active,Set Menu,1,180,0,180,108.28,71.72
O02257,2026-03-08 15:27:44.438373,Ari,Bank,C0538,active,Set Menu,1,120,0,120,54.01,65.99
O00506,2026-03-08 15:55:44.438373,Siam,Jane,C0006,active,Craft Beer,2,440,0,440,192.24,247.76
O01393,2026-03-08 16:57:44.438373,Thonglor,Mek,C0244,active,Signature Latte,1,220,0,220,97.41,122.59
O01524,2026-03-08 19:31:44.438373,Ari,Jane,C0455,at_risk,Craft Beer,1,90,20,70,27.22,42.78
O02369,2026-03-08 19:40:44.438373,Ari,Bank,C0290,new,Craft Beer,2,440,30,410,233.32,176.68
O00629,2026-03-08 19:42:44.438373,Ari,Jane,C0546,active,Signature Latte,3,780,30,750,346.67,403.33
O00140,2026-03-08 20:38:44.438373,Siam,Bank,C0140,at_risk,Set Menu,1,220,0,220,89.38,130.62
O00639,2026-03-08 22:36:44.438373,Ari,Mek,C0154,active,Signature Latte,2,440,10,430,172.39,257.61
O02351,2026-03-08 22:39:44.438373,Thonglor,Bank,C0133,at_risk,Signature Latte,3,540,20,520,283.3,236.7
O02396,2026-03-08 23:43:44.438373,Thonglor,Nok,C0550,active,Protein Shake,1,220,0,220,106.48,113.52
O02473,2026-03-08 23:55:44.438373,Ari,Mek,C0136,active,Protein Shake,1,90,0,90,40.09,49.91
O01966,2026-03-09 00:32:44.438373,Siam,Tum,C0068,new,Protein Shake,3,660,20,640,336.29,303.71
O01217,2026-03-09 00:41:44.438373,Siam,Nok,C0115,active,Signature Latte,1,150,10,140,82.64,57.36
O00623,2026-03-09 01:13:44.438373,Thonglor,Jane,C0321,at_risk,Protein Shake,1,150,0,150,63.84,86.16
O00909,2026-03-09 02:47:44.438373,Siam,Jane,C0583,active,Set Menu,1,90,10,80,43.1,36.9
